"Neighborhood","Time_Col","gi_star","p_folded_sim"
"Kerrisdale",2011-11-01,-1.0974246157301,0.225
"Marpole",2011-11-01,-0.876783704912729,0.155
"Oakridge",2011-11-01,-1.51686690272976,0.07
"Riley Park",2011-11-01,-0.856221317682993,0.23
"South Cambie",2011-11-01,-0.974958390496452,0.365
"Shaughnessy",2011-11-01,-1.4491083811865,0.22
"Victoria-Fraserview",2011-11-01,-1.73654138708876,0.03
"Arbutus Ridge",2011-11-01,-0.96807192268741,0.355
"Grandview-Woodland",2011-11-01,0.331007409991056,0.24
"Kensington-Cedar Cottage",2011-11-01,-0.917581434673026,0.355
"Killarney",2011-11-01,-1.44242733833,0.19
"Kitsilano",2011-11-01,1.53532919857441,0.165
"Strathcona",2011-11-01,2.7982834775743,0.03
"Sunset",2011-11-01,-1.42983294136429,0.17
"West Point Grey",2011-11-01,-0.343800923516737,0.22
"Dunbar-Southlands",2011-11-01,-0.419165162400734,0.27
"Fairview",2011-11-01,1.70106640352356,0.105
"Mount Pleasant",2011-11-01,1.71764012401847,0.135
"Renfrew-Collingwood",2011-11-01,-1.04125949072563,0.155
"West End",2011-11-01,3.01217627655502,0.03
"Downtown",2011-12-01,4.71700572163839,0.015
"Hastings-Sunrise",2011-12-01,-0.307556695446728,0.46
"Kerrisdale",2011-12-01,-1.16789882939482,0.11
"Marpole",2011-12-01,-1.2270723541413,0.18
"Oakridge",2011-12-01,-1.78896568548733,0.04
"Riley Park",2011-12-01,-0.897230869910311,0.325
"South Cambie",2011-12-01,-1.15228900299951,0.36
"Shaughnessy",2011-12-01,-1.01814406524279,0.245
"Victoria-Fraserview",2011-12-01,-1.11456232299291,0.32
"Arbutus Ridge",2011-12-01,-0.592157612349097,0.37
"Grandview-Woodland",2011-12-01,-0.216679226573855,0.32
"Kensington-Cedar Cottage",2011-12-01,-0.767614579543703,0.345
"Killarney",2011-12-01,-1.00251217434624,0.345
"Kitsilano",2011-12-01,1.98289230267419,0.065
"Strathcona",2011-12-01,2.26014740807775,0.065
"Sunset",2011-12-01,-1.40204622532453,0.08
"West Point Grey",2011-12-01,-0.587797736411558,0.27
"Dunbar-Southlands",2011-12-01,-0.477881581895762,0.375
"Fairview",2011-12-01,2.11598134536215,0.065
"Mount Pleasant",2011-12-01,1.46532380333211,0.16
"Renfrew-Collingwood",2011-12-01,-0.641133053971954,0.205
"West End",2011-12-01,3.56134881189083,0.01
"Downtown",2012-01-01,4.60432106024583,0.005
"Hastings-Sunrise",2012-01-01,-0.487400686979443,0.435
"Kerrisdale",2012-01-01,-1.40967804512237,0.035
"Marpole",2012-01-01,-0.845253873128831,0.145
"Oakridge",2012-01-01,-1.62352502521435,0.055
"Riley Park",2012-01-01,-0.766214740702781,0.375
"South Cambie",2012-01-01,-0.915219227663803,0.39
"Shaughnessy",2012-01-01,-1.04456223567407,0.405
"Victoria-Fraserview",2012-01-01,-0.557568453860457,0.49
"Arbutus Ridge",2012-01-01,-1.2189976981459,0.31
"Grandview-Woodland",2012-01-01,-0.377178659964427,0.39
"Kensington-Cedar Cottage",2012-01-01,-0.763033045545582,0.33
"Killarney",2012-01-01,-0.290352267817392,0.315
"Kitsilano",2012-01-01,1.49190043233539,0.115
"Strathcona",2012-01-01,2.17093726727316,0.035
"Sunset",2012-01-01,-1.12220198846041,0.185
"West Point Grey",2012-01-01,-0.998559321058944,0.485
"Dunbar-Southlands",2012-01-01,-1.2189976981459,0.155
"Fairview",2012-01-01,2.21086472963077,0.075
"Mount Pleasant",2012-01-01,1.62262121366182,0.08
"Renfrew-Collingwood",2012-01-01,-0.31704872866575,0.335
"West End",2012-01-01,3.33396012225867,0.015
"Downtown",2012-02-01,4.19963785471352,0.01
"Hastings-Sunrise",2012-02-01,-0.0294772765928563,0.21
"Kerrisdale",2012-02-01,-1.19456125085098,0.13
"Marpole",2012-02-01,-0.995610056350555,0.205
"Oakridge",2012-02-01,-1.61833720942477,0.02
"Riley Park",2012-02-01,-0.92656094114734,0.445
"South Cambie",2012-02-01,-1.23028442373551,0.22
"Shaughnessy",2012-02-01,-1.36468591105638,0.11
"Victoria-Fraserview",2012-02-01,-0.451718642371533,0.36
"Arbutus Ridge",2012-02-01,-0.962307884751387,0.35
"Grandview-Woodland",2012-02-01,-0.177743926948197,0.285
"Kensington-Cedar Cottage",2012-02-01,-0.354311995443322,0.47
"Killarney",2012-02-01,-0.491532605483522,0.295
"Kitsilano",2012-02-01,1.40545467367604,0.14
"Strathcona",2012-02-01,2.08807402150621,0.02
"Sunset",2012-02-01,-0.968314489248936,0.175
"West Point Grey",2012-02-01,-0.692851810920922,0.335
"Dunbar-Southlands",2012-02-01,-0.713239961639263,0.09
"Fairview",2012-02-01,1.45057689596115,0.125
"Mount Pleasant",2012-02-01,1.37161300696221,0.15
"Renfrew-Collingwood",2012-02-01,-0.0407565692365295,0.475
"West End",2012-02-01,2.86892106268024,0.02
"Downtown",2012-03-01,4.19851541773242,0.04
"Hastings-Sunrise",2012-03-01,-0.562264988597768,0.325
"Kerrisdale",2012-03-01,-0.965885378799858,0.345
"Marpole",2012-03-01,-0.304291479752076,0.215
"Oakridge",2012-03-01,-1.41073863442644,0.165
"Riley Park",2012-03-01,-0.860131738006562,0.395
"South Cambie",2012-03-01,-1.07033393423534,0.455
"Shaughnessy",2012-03-01,-1.37702800811502,0.175
"Victoria-Fraserview",2012-03-01,-0.666443313407921,0.475
"Arbutus Ridge",2012-03-01,-1.15193181986402,0.29
"Grandview-Woodland",2012-03-01,-0.702854951392129,0.34
"Kensington-Cedar Cottage",2012-03-01,-0.790079577894927,0.29
"Killarney",2012-03-01,-0.452297302551224,0.29
"Kitsilano",2012-03-01,1.54068016359902,0.105
"Strathcona",2012-03-01,1.68210453835975,0.05
"Sunset",2012-03-01,-0.884647613461148,0.275
"West Point Grey",2012-03-01,-0.620475454485764,0.355
"Dunbar-Southlands",2012-03-01,-0.727129376714933,0.075
"Fairview",2012-03-01,1.88149880504389,0.135
"Mount Pleasant",2012-03-01,1.23284397132624,0.185
"Renfrew-Collingwood",2012-03-01,-0.290189720904442,0.145
"West End",2012-03-01,3.22994559143389,0.015
"Downtown",2012-04-01,4.36518940992845,0.015
"Hastings-Sunrise",2012-04-01,-0.367524443544275,0.405
"Kerrisdale",2012-04-01,-1.5261911824936,0.13
"Marpole",2012-04-01,-1.05859604678992,0.085
"Oakridge",2012-04-01,-1.695282696249,0.045
"Riley Park",2012-04-01,-0.611615306879181,0.325
"South Cambie",2012-04-01,-1.23084492588141,0.355
"Shaughnessy",2012-04-01,-1.45446772083349,0.15
"Victoria-Fraserview",2012-04-01,-0.759639145594861,0.415
"Arbutus Ridge",2012-04-01,-0.85718035884245,0.41
"Grandview-Woodland",2012-04-01,-0.727125407845664,0.49
"Kensington-Cedar Cottage",2012-04-01,-0.664000765076988,0.4
"Killarney",2012-04-01,-0.522197769455362,0.385
"Kitsilano",2012-04-01,1.98664745035131,0.1
"Strathcona",2012-04-01,1.53292246538125,0.1
"Sunset",2012-04-01,-0.826686890517366,0.23
"West Point Grey",2012-04-01,-0.465882323729784,0.205
"Dunbar-Southlands",2012-04-01,-0.58081358797428,0.15
"Fairview",2012-04-01,2.0160990971894,0.045
"Mount Pleasant",2012-04-01,1.05892057495141,0.15
"Renfrew-Collingwood",2012-04-01,-0.418244899228299,0.365
"West End",2012-04-01,3.62341406519932,0.02
"Downtown",2012-05-01,4.52861161177073,0.03
"Hastings-Sunrise",2012-05-01,0.614743307780944,0.385
"Kerrisdale",2012-05-01,-1.99890052396091,0.02
"Marpole",2012-05-01,-1.33527964992419,0.06
"Oakridge",2012-05-01,-2.13885037982697,0.05
"Riley Park",2012-05-01,-0.366992184737392,0.34
"South Cambie",2012-05-01,-0.772633793259881,0.44
"Shaughnessy",2012-05-01,-1.37165404793251,0.235
"Victoria-Fraserview",2012-05-01,-0.982920732140745,0.395
"Arbutus Ridge",2012-05-01,-1.35779378509223,0.225
"Grandview-Woodland",2012-05-01,0.220619069440349,0.245
"Kensington-Cedar Cottage",2012-05-01,-0.182781882162191,0.385
"Killarney",2012-05-01,-0.354163185872965,0.435
"Kitsilano",2012-05-01,1.4614426933768,0.175
"Strathcona",2012-05-01,2.16637447842804,0.045
"Sunset",2012-05-01,-1.48952818966971,0.085
"West Point Grey",2012-05-01,-0.900941437747016,0.415
"Dunbar-Southlands",2012-05-01,-1.19995249963897,0.155
"Fairview",2012-05-01,2.53376306872831,0.08
"Mount Pleasant",2012-05-01,1.94398686228498,0.135
"Renfrew-Collingwood",2012-05-01,0.220619069440349,0.395
"West End",2012-05-01,3.06799799650676,0.01
"Downtown",2012-06-01,4.2458043763229,0.03
"Hastings-Sunrise",2012-06-01,0.922580792532647,0.28
"Kerrisdale",2012-06-01,-1.78419195139861,0.02
"Marpole",2012-06-01,-1.3891733772618,0.16
"Oakridge",2012-06-01,-2.08782477461248,0.03
"Riley Park",2012-06-01,-1.07162687546481,0.33
"South Cambie",2012-06-01,-1.42162888106093,0.22
"Shaughnessy",2012-06-01,-1.64439296407532,0.13
"Victoria-Fraserview",2012-06-01,-0.598701371149351,0.455
"Arbutus Ridge",2012-06-01,-1.33709972890022,0.225
"Grandview-Woodland",2012-06-01,0.478961096919481,0.28
"Kensington-Cedar Cottage",2012-06-01,0.0451930541908852,0.405
"Killarney",2012-06-01,-0.161308185638729,0.435
"Kitsilano",2012-06-01,1.29252134985934,0.14
"Strathcona",2012-06-01,1.89818346969361,0.03
"Sunset",2012-06-01,-1.44071114792081,0.08
"West Point Grey",2012-06-01,-1.01393716687201,0.44
"Dunbar-Southlands",2012-06-01,-1.25727287941364,0.105
"Fairview",2012-06-01,1.70829744841549,0.115
"Mount Pleasant",2012-06-01,1.31059857153569,0.26
"Renfrew-Collingwood",2012-06-01,0.379177535061255,0.355
"West End",2012-06-01,3.488840008543,0.045
"Downtown",2012-07-01,4.4036552383224,0.025
"Hastings-Sunrise",2012-07-01,0.357645866836676,0.25
"Kerrisdale",2012-07-01,-1.57153908728511,0.04
"Marpole",2012-07-01,-0.893567807968087,0.345
"Oakridge",2012-07-01,-1.79890363464088,0.015
"Riley Park",2012-07-01,-1.25389681312892,0.195
"South Cambie",2012-07-01,-1.76638238051144,0.13
"Shaughnessy",2012-07-01,-1.29582041478368,0.305
"Victoria-Fraserview",2012-07-01,-0.710114523154693,0.485
"Arbutus Ridge",2012-07-01,-1.14029984297884,0.33
"Grandview-Woodland",2012-07-01,0.195538781738248,0.38
"Kensington-Cedar Cottage",2012-07-01,-0.472639429163553,0.43
"Killarney",2012-07-01,-0.598934332735674,0.5
"Kitsilano",2012-07-01,1.92691459582064,0.1
"Strathcona",2012-07-01,1.80135395314986,0.075
"Sunset",2012-07-01,-1.07360622681782,0.285
"West Point Grey",2012-07-01,-0.520502455829812,0.355
"Dunbar-Southlands",2012-07-01,-0.959169182000252,0.435
"Fairview",2012-07-01,1.6602974819335,0.135
"Mount Pleasant",2012-07-01,0.81942812275101,0.185
"Renfrew-Collingwood",2012-07-01,-0.212005205463575,0.48
"West End",2012-07-01,4.03910148693531,0.015
"Downtown",2012-08-01,4.69515529398402,0.01
"Hastings-Sunrise",2012-08-01,-0.347100444837512,0.485
"Kerrisdale",2012-08-01,-1.26520955619581,0.12
"Marpole",2012-08-01,-0.98345126037295,0.185
"Oakridge",2012-08-01,-1.72900352144901,0.04
"Riley Park",2012-08-01,-1.40206937277442,0.14
"South Cambie",2012-08-01,-1.38265516900723,0.2
"Shaughnessy",2012-08-01,-1.01827711128686,0.335
"Victoria-Fraserview",2012-08-01,-1.10126075397801,0.36
"Arbutus Ridge",2012-08-01,-0.594597061083184,0.485
"Grandview-Woodland",2012-08-01,-0.318235046776916,0.31
"Kensington-Cedar Cottage",2012-08-01,-1.08604797123139,0.23
"Killarney",2012-08-01,-0.776836397741339,0.48
"Kitsilano",2012-08-01,2.0570431306094,0.08
"Strathcona",2012-08-01,2.23093619245991,0.06
"Sunset",2012-08-01,-1.45605867701437,0.015
"West Point Grey",2012-08-01,-0.457721031034316,0.27
"Dunbar-Southlands",2012-08-01,-0.656010842040133,0.48
"Fairview",2012-08-01,1.77889347557924,0.085
"Mount Pleasant",2012-08-01,1.01398192424631,0.215
"Renfrew-Collingwood",2012-08-01,-0.609950506322422,0.245
"West End",2012-08-01,3.69943807446476,0.02
"Downtown",2012-09-01,3.85627945510589,0.075
"Hastings-Sunrise",2012-09-01,0.336598035619596,0.355
"Kerrisdale",2012-09-01,-1.57481569370816,0.025
"Marpole",2012-09-01,-1.14443332110663,0.185
"Oakridge",2012-09-01,-2.03307831835927,0.04
"Riley Park",2012-09-01,-1.23157628900609,0.215
"South Cambie",2012-09-01,-1.51424585933477,0.25
"Shaughnessy",2012-09-01,-1.5639063987379,0.19
"Victoria-Fraserview",2012-09-01,0.358957544574208,0.205
"Arbutus Ridge",2012-09-01,-1.20356353180764,0.25
"Grandview-Woodland",2012-09-01,-0.40118784393588,0.29
"Kensington-Cedar Cottage",2012-09-01,-0.344278066408358,0.475
"Killarney",2012-09-01,1.75548057871821,0.145
"Kitsilano",2012-09-01,0.707682692061624,0.345
"Strathcona",2012-09-01,1.84006926138713,0.085
"Sunset",2012-09-01,-1.51424585933477,0.13
"West Point Grey",2012-09-01,-1.38975545815191,0.44
"Dunbar-Southlands",2012-09-01,-1.35136957957349,0.225
"Fairview",2012-09-01,1.22409979167416,0.24
"Mount Pleasant",2012-09-01,0.956327962245437,0.23
"Renfrew-Collingwood",2012-09-01,1.49917562733934,0.245
"West End",2012-09-01,2.55814507070893,0.045
"Downtown",2012-10-01,3.81196659323405,0.05
"Hastings-Sunrise",2012-10-01,0.338145483129121,0.18
"Kerrisdale",2012-10-01,-1.85423890420019,0.035
"Marpole",2012-10-01,-1.22199377918529,0.125
"Oakridge",2012-10-01,-2.06131032092587,0.05
"Riley Park",2012-10-01,-1.33201631849303,0.22
"South Cambie",2012-10-01,-1.51186999196852,0.125
"Shaughnessy",2012-10-01,-1.21599227265144,0.355
"Victoria-Fraserview",2012-10-01,0.245757976488759,0.23
"Arbutus Ridge",2012-10-01,-0.91793045522954,0.47
"Grandview-Woodland",2012-10-01,-0.362940587794659,0.5
"Kensington-Cedar Cottage",2012-10-01,-0.217452988760637,0.42
"Killarney",2012-10-01,0.926503283489702,0.215
"Kitsilano",2012-10-01,1.74478381151332,0.29
"Strathcona",2012-10-01,1.44165861988809,0.055
"Sunset",2012-10-01,-1.4262777639106,0.12
"West Point Grey",2012-10-01,-0.251828478676715,0.185
"Dunbar-Southlands",2012-10-01,-0.559872476239294,0.375
"Fairview",2012-10-01,1.42044715031101,0.14
"Mount Pleasant",2012-10-01,0.723123328726052,0.23
"Renfrew-Collingwood",2012-10-01,1.28412611556047,0.465
"West End",2012-10-01,3.09692832502655,0.015
"Downtown",2012-11-01,4.55208666841761,0.01
"Hastings-Sunrise",2012-11-01,-0.201878221724002,0.41
"Kerrisdale",2012-11-01,-1.55355432219067,0.025
"Marpole",2012-11-01,-0.983451448845416,0.405
"Oakridge",2012-11-01,-1.46590462210506,0.08
"Riley Park",2012-11-01,0.0579680782199722,0.395
"South Cambie",2012-11-01,-0.593618078694673,0.35
"Shaughnessy",2012-11-01,-1.02279270215239,0.375
"Victoria-Fraserview",2012-11-01,-0.919026803697803,0.37
"Arbutus Ridge",2012-11-01,-1.36262172742261,0.105
"Grandview-Woodland",2012-11-01,-0.0201634056238549,0.365
"Kensington-Cedar Cottage",2012-11-01,-0.34990838934585,0.435
"Killarney",2012-11-01,-1.10286451560431,0.295
"Kitsilano",2012-11-01,1.44769789657926,0.055
"Strathcona",2012-11-01,2.01878221724002,0.03
"Sunset",2012-11-01,-0.761048818839324,0.31
"West Point Grey",2012-11-01,-1.17026179155791,0.25
"Dunbar-Southlands",2012-11-01,-1.35094817679827,0.125
"Fairview",2012-11-01,2.56855828662668,0.1
"Mount Pleasant",2012-11-01,1.96583147311061,0.065
"Renfrew-Collingwood",2012-11-01,-0.743923544332748,0.295
"West End",2012-11-01,3.58192867148285,0.015
"Downtown",2012-12-01,4.43881013282706,0.04
"Hastings-Sunrise",2012-12-01,-0.494961200244287,0.45
"Kerrisdale",2012-12-01,-1.72919562848241,0.03
"Marpole",2012-12-01,-0.745766875607994,0.475
"Oakridge",2012-12-01,-1.36723739244074,0.225
"Riley Park",2012-12-01,-0.0198630129652408,0.33
"South Cambie",2012-12-01,-0.920585117091228,0.42
"Shaughnessy",2012-12-01,-1.20336753547751,0.305
"Victoria-Fraserview",2012-12-01,-0.409423491143836,0.35
"Arbutus Ridge",2012-12-01,-1.35342175893399,0.18
"Grandview-Woodland",2012-12-01,-0.743756210986182,0.38
"Kensington-Cedar Cottage",2012-12-01,-0.289080089790995,0.335
"Killarney",2012-12-01,-0.670949763475513,0.375
"Kitsilano",2012-12-01,1.63488151621293,0.08
"Strathcona",2012-12-01,1.26067852730167,0.095
"Sunset",2012-12-01,-0.356438248678777,0.235
"West Point Grey",2012-12-01,-1.05700393507527,0.38
"Dunbar-Southlands",2012-12-01,-1.37308838951295,0.245
"Fairview",2012-12-01,2.36527434812183,0.07
"Mount Pleasant",2012-12-01,1.24296341128621,0.2
"Renfrew-Collingwood",2012-12-01,-0.33075696882799,0.455
"West End",2012-12-01,4.24944615871918,0.015
"Downtown",2013-01-01,4.18079563160578,0.015
"Hastings-Sunrise",2013-01-01,0.38009256626159,0.17
"Kerrisdale",2013-01-01,-2.72000842554634,0.015
"Marpole",2013-01-01,-1.44737235496963,0.15
"Oakridge",2013-01-01,-1.82446781465982,0.085
"Riley Park",2013-01-01,0.66005386083246,0.28
"South Cambie",2013-01-01,-0.552607873300006,0.405
"Shaughnessy",2013-01-01,-1.96919723264966,0.065
"Victoria-Fraserview",2013-01-01,-0.123165654368762,0.21
"Arbutus Ridge",2013-01-01,-2.23356177057197,0.05
"Grandview-Woodland",2013-01-01,1.17954799760853,0.155
"Kensington-Cedar Cottage",2013-01-01,1.10707912596868,0.34
"Killarney",2013-01-01,-0.175039319888544,0.47
"Kitsilano",2013-01-01,0.422663929875641,0.305
"Strathcona",2013-01-01,2.81671246123655,0.01
"Sunset",2013-01-01,-0.403131973145086,0.27
"West Point Grey",2013-01-01,-1.46868929343982,0.26
"Dunbar-Southlands",2013-01-01,-2.18145322449288,0.025
"Fairview",2013-01-01,2.07470061010022,0.07
"Mount Pleasant",2013-01-01,2.97152052222214,0.045
"Renfrew-Collingwood",2013-01-01,0.267648441224426,0.4
"West End",2013-01-01,2.59520156169338,0.035
"Downtown",2013-02-01,3.92560902687196,0.075
"Hastings-Sunrise",2013-02-01,0.0255684332227668,0.23
"Kerrisdale",2013-02-01,-1.73193466484849,0.015
"Marpole",2013-02-01,-0.858368829621459,0.215
"Oakridge",2013-02-01,-1.66898341206066,0.095
"Riley Park",2013-02-01,-0.583905540730468,0.445
"South Cambie",2013-02-01,-1.49695681183774,0.16
"Shaughnessy",2013-02-01,-1.9490035078878,0.03
"Victoria-Fraserview",2013-02-01,-0.0618660556158767,0.29
"Arbutus Ridge",2013-02-01,-1.44182279615891,0.06
"Grandview-Woodland",2013-02-01,0.316204284258925,0.405
"Kensington-Cedar Cottage",2013-02-01,0.292651302795339,0.425
"Killarney",2013-02-01,-0.375043030567031,0.485
"Kitsilano",2013-02-01,0.994703098330967,0.13
"Strathcona",2013-02-01,1.8537114086506,0.02
"Sunset",2013-02-01,-0.322067546783971,0.5
"West Point Grey",2013-02-01,-1.26998698181429,0.33
"Dunbar-Southlands",2013-02-01,-1.44182279615891,0.04
"Fairview",2013-02-01,1.40566024693719,0.085
"Mount Pleasant",2013-02-01,1.45702989051297,0.12
"Renfrew-Collingwood",2013-02-01,-0.194190674572058,0.455
"West End",2013-02-01,3.48095955161383,0.07
"Downtown",2013-03-01,4.23529852438027,0.035
"Hastings-Sunrise",2013-03-01,0.0426711526776307,0.225
"Kerrisdale",2013-03-01,-1.60776202521178,0.025
"Marpole",2013-03-01,-0.960393203415714,0.1
"Oakridge",2013-03-01,-1.67026665018455,0.015
"Riley Park",2013-03-01,-1.18853730534473,0.215
"South Cambie",2013-03-01,-1.43420577126351,0.08
"Shaughnessy",2013-03-01,-1.24455234544239,0.135
"Victoria-Fraserview",2013-03-01,-0.348718203565352,0.365
"Arbutus Ridge",2013-03-01,-1.01425294538566,0.325
"Grandview-Woodland",2013-03-01,0.0990051682046735,0.38
"Kensington-Cedar Cottage",2013-03-01,-0.375165611108848,0.48
"Killarney",2013-03-01,-0.328991357181341,0.405
"Kitsilano",2013-03-01,1.65262195491108,0.19
"Strathcona",2013-03-01,2.15167826036107,0.045
"Sunset",2013-03-01,-0.844114507839356,0.255
"West Point Grey",2013-03-01,-0.59447086934698,0.235
"Dunbar-Southlands",2013-03-01,-1.01425294538566,0.195
"Fairview",2013-03-01,1.46628471911466,0.095
"Mount Pleasant",2013-03-01,1.20322038622559,0.145
"Renfrew-Collingwood",2013-03-01,-0.19140999186237,0.495
"West End",2013-03-01,3.01328482264638,0.035
"Downtown",2013-04-01,3.91504934900392,0.08
"Hastings-Sunrise",2013-04-01,0.310982440631201,0.16
"Kerrisdale",2013-04-01,-1.49808339939638,0.02
"Marpole",2013-04-01,-1.19310772942554,0.135
"Oakridge",2013-04-01,-1.56330726756312,0.055
"Riley Park",2013-04-01,-0.635653595644343,0.345
"South Cambie",2013-04-01,-1.22263637901318,0.31
"Shaughnessy",2013-04-01,-1.51692458396718,0.02
"Victoria-Fraserview",2013-04-01,-0.305148602028266,0.37
"Arbutus Ridge",2013-04-01,-1.0942082333924,0.18
"Grandview-Woodland",2013-04-01,0.220891152214491,0.285
"Kensington-Cedar Cottage",2013-04-01,0.232060804977717,0.365
"Killarney",2013-04-01,-0.461480203439357,0.3
"Kitsilano",2013-04-01,1.15102159268948,0.145
"Strathcona",2013-04-01,1.9614884679501,0.035
"Sunset",2013-04-01,-0.71964616787864,0.355
"West Point Grey",2013-04-01,-0.996586878082715,0.44
"Dunbar-Southlands",2013-04-01,-1.1317825015526,0.1
"Fairview",2013-04-01,1.45734185526006,0.09
"Mount Pleasant",2013-04-01,1.52541302472019,0.11
"Renfrew-Collingwood",2013-04-01,0.00797029930670798,0.435
"West End",2013-04-01,2.83998361152307,0.045
"Downtown",2013-05-01,4.23839206292163,0.025
"Hastings-Sunrise",2013-05-01,-0.00466637880750085,0.23
"Kerrisdale",2013-05-01,-1.93866026255975,0.01
"Marpole",2013-05-01,-1.35208325947338,0.035
"Oakridge",2013-05-01,-1.83543156916506,0.02
